1	1	0.4996813	-322	0.1371339	0.0133704	-0.0006993	0.0013924	0	0.0921523	-3569	0.00421	0	-0.5716617	0.0464626	-0.0359552	-0.0006993	0.7886487	-0.0376618	0.0685699	0.0490448	0.2108813	3467	0.0037136	0.0001821	8.228586	1	0.0254304	1.009327	0.4988746	0	0.0134356	0.0487091	0.0554709	0.1586705	-0.0201636	0.1141081	0	4.15E-08	0.1588711	0	130.4831	0.117135	0.3328328	0.0611492	1	0	0	1	0	1.90E+07	965569	0.0534348	-0.0038926	4.299766	-0.3554787	-0.0763609	-0.04041	67984.36	3448.461	0.0534348	43.95842	3.972287	0.0993416	0.1731922	0.1280256	-0.0556409	-0.3029453	-0.4182908	0.1918943	-0.0473918	-0.1980549	-0.2844376	0.029775	-0.0096787	-0.245317	-0.4022554	0.1956155	-0.0524758	-0.211518	-0.1643328	1473494	571243	0.6331309	0.5279998	289.9437	102.1313	288.9437	288.9395	4427130	545475	0.1405264	0.0437697	3.004512	-1.297678	-0.301632	-0.2940542	433037	-18871	-0.0417585	-0.1833965
1	1	0.9490523	-1188	0.021981	0.0505951	0.1393373	0.0039582	0	0.1054461	-14567	-0.1380933	0	-0.363082	-0.1861523	0.1334288	0.1393373	0.7148992	0.0407214	0.0462047	0.1166299	0.1741561	331180	0.1629501	0.0190049	2.560015	0	0.025275	1.570822	0.8884483	1	0.0059129	-0.0164785	0.0837776	0.9445408	0.0100126	0.1072979	0	-7.69E-09	0.2070933	0	10.38475	-0.0666495	0.4704647	-0.033922	0	1	0	0	0	1.74E+07	-2402820	-0.1211777	0.0674179	1.493238	-0.4001794	-0.211353	0.0359672	4542.772	-892.78	-0.1642482	25.43919	-9.12718	-0.264048	-0.1353482	0.0607903	0.1505267	-1.677431	-3.811888	0.1147993	0.3102722	-1.58729	-3.405037	0.0407104	0.0881043	-1.858979	-5.023375	1.036988	0.4268596	0.6996222	-0.0699028	5490320	-174557	-0.0308139	-0.0022349	68.13925	20.007	67.13925	66.54999	1.17E+07	1197449	0.1143418	0.0363211	2.125558	0.276878	0.1497707	0.0400349	685009	111362	0.1941298	0.2628729
1	1	0.8732523	567	0.0053438	-0.0091934	-0.1101886	0.0008929	0	-0.078693	-14000	-0.0050291	0	-0.3562968	0.1685448	-0.0230327	-0.1101886	0.6296878	-0.0873276	0.1483118	0.0980089	0.1519796	468609	0.2439826	0.0239125	2.244416	0	-0.0085714	0.8403413	0.9451645	0	0.0149958	-0.0342537	0.0228077	0.1426024	0.1395032	0.0987265	0	4.81E-09	0.2438185	0	-5.314647	-0.0358418	0.4859047	0.0244199	0	0	0	0	0	1.96E+07	2170777	0.1245706	-0.0660896	1.550671	0.0574333	0.0384623	-0.1342215	6099.238	1556.466	0.3426246	25.58456	0.1453687	0.0057144	-0.1217174	0.0213396	-0.0394507	-0.6489643	-1.177433	0.0415089	-0.0732903	-0.6384215	-1.088701	0.0137615	-0.0269489	-0.6619658	-0.9653597	0.9516413	-0.085347	-0.0823028	0.053725	6140697	650377	0.1184589	0.1625737	89.22838	21.08913	88.22838	87.91867	1.26E+07	967665	0.0829191	0.0675898	2.058017	-0.067541	-0.0317757	-0.0939632	765964	80955	0.1181809	0.0620991
-1	1	1.409118	-271	-0.0322634	-0.0349	0.003748	0.0001819	0	0.148617	-7530	-0.0290193	0	0.6719931	0.0840294	-0.044351	0.003748	0.5661889	-0.0864549	0.2772632	0.2338603	0.1780511	254882	0.0912505	0.0213399	2.568959	0	-0.0403555	0.842521	0.6063692	0	0.0342471	0.1004982	0.2717731	1.171171	-0.1757533	0.2327568	0	4.22E-09	0.2090398	0	118.3446	-0.078597	0.3774781	0.0147648	1.005185	0	1	1	0	1.19E+07	-39112	-0.0032639	0.2083205	0.7613567	-0.0453811	-0.0562526	0.1070334	3254.479	-15.1117	-0.0046219	6.099035	-0.4249219	-0.0651325	0.0744801	0.0861853	0.0200462	0.3030921	5.059693	0.1384455	0.0322401	0.3035636	4.896181	0.1131997	0.0312163	0.3807637	5.870471	0.5019842	0.1009363	0.2516815	0.1088969	5921764	318160	0.0567777	0.1713221	509.3114	31.96208	508.3114	507.9018	1.57E+07	833993	0.0561471	0.1138711	2.64916	-0.0015818	-0.0005967	-0.0647675	1958332	121556	0.066179	0.1498295
-1	1	0.3755876	849	0.0588163	0.0299882	0.0287873	0.000307	0	0.0606025	-5253	-0.0283722	0	-4.215007	0.0433548	0.0150719	0.0287873	0.729615	-0.0243469	0.1067305	0.2015054	0.1342813	310550	0.0773889	0.0155943	2.139284	0	-0.0203011	1.040722	1.870966	0	0.0134991	0.1049668	0.2556952	0.6611671	-0.1152631	0.5649598	0	1.45E-09	0.1748576	0	3641.613	-0.0204376	0.6516852	0.0048547	1.005185	1	1	1	0	1.99E+07	3465771	0.2107035	0.1746563	0.6663905	0.0173307	0.0267012	0.0401509	3673.555	375.2653	0.1137757	6.600961	0.4495992	0.0730894	0.0796888	0.0750129	0.0315352	0.7253215	-0.2576841	0.2153593	0.0957964	0.8012217	-0.1329567	0.1125659	0.0455804	0.6804515	-0.3295885	0.3262804	-0.0198606	-0.0573772	-0.0687999	1.95E+07	3348105	0.2076115	0.1867552	32350.31	30125.62	32349.31	32349.33	2.99E+07	4541743	0.179217	0.1290454	1.534483	-0.036949	-0.0235129	-0.0522294	3016885	342913	0.1282411	0.0853112
-1	1	1.431926	-294	-0.0288287	-0.0239596	-0.0075118	0.025281	0	0.0256231	-499	-0.037755	0	0.5258754	-0.0789599	-0.0284454	-0.0075118	0.4852058	-0.0983466	0.0137133	0.2879958	0.2174257	15260	0.0126584	0.0036456	1.14651	1	-0.0181154	1.001459	1.689182	1	0.0523924	0.0036763	0.1573784	0.1909774	0.0083536	0.1643035	0	3.20E-09	0.44636	0	1.878163	-0.0970317	0.6281397	-0.0326343	1	0	0	1	0	4185905	-476430	-0.102187	0.002314	0.7549613	-0.0565091	-0.0696379	-0.0010726	4124.044	-469.3892	-0.102187	8.439938	1.033974	0.1396138	0.1859788	0.0161379	-0.0015966	-0.0900261	0.2032942	0.0433977	-0.0024277	-0.0529777	0.2185514	0.0213758	-0.0004789	-0.0219143	0.2193855	1.181447	0.1358081	0.1298805	0.1317763	3482739	-39276	-0.0111516	-0.0054747	39.73462	-0.949868	38.73462	38.77147	5544529	-201010	-0.0349854	0.0035956	1.592002	-0.0393191	-0.0241026	0.0089894	495964	-133574	-0.2121778	-0.1512154
-1	1	1.432406	-116	-0.0515143	-0.0282951	0.0057297	0.0273107	0	-0.1871544	-986	-0.0458805	0	0.6990332	0.0656365	-0.0679172	0.0057297	0.4308176	-0.0720591	0.0443083	0.29329	0.2415393	4715	0.003924	0.0011509	0.9476964	1	-0.0760312	0.8523275	2.210583	0	0.012885	-0.0053583	0.123491	-0.0555556	0.1638352	0.129917	0	-6.01E-09	0.4439076	0	-0.9622298	-0.1202448	0.6885301	-0.0722934	1	0	1	1	0	4096907	160578	0.0407938	0.0770196	0.8235509	0.1489241	0.2207504	0.2745329	4036.362	158.2049	0.0407938	7.087719	0.2634465	0.0386043	0.1041444	-0.0213907	0.0085286	-0.2850541	-0.0854631	-0.0686766	0.0262773	-0.2767375	-0.0908918	-0.0259737	0.0183757	-0.414339	-0.2602428	1.588134	0.5544129	0.5363274	0.6115841	3425221	-571091	-0.1429045	-0.1774611	43.05205	-1.669437	42.05205	42.13412	4974686	-860139	-0.1474147	-0.1659694	1.452369	-0.0076831	-0.0052622	0.0102052	578029	1216	0.0021081	-0.0292622
-1	1	0.2792878	-283	-0.0085655	-0.1084912	-0.1193836	0.0235856	0	-0.2485622	-945	-0.0407711	0	0.0452116	-0.2952564	-0.1101444	-0.1193835	0.4346278	-0.3730401	-0.2923632	0.30047	0.2186702	17878	0.0234223	0.0070377	-0.0734072	1	0.0561718	1.06103	4.544056	1	0.0110523	-0.1037085	0.0097842	1.077052	0.9892765	0.1629	0	-3.63E-09	0.475574	0	-8.741326	-0.1809924	0.8196267	-0.1363025	1	0	0	1	0	2540320	-1650207	-0.3937946	-0.4264084	0.7277605	-0.2434202	-0.2506436	-0.2466004	4820.342	-2129.123	-0.3063722	5.902944	-2.37049	-0.2865182	-0.3122774	-0.1584419	-0.1457873	11.52051	11.54123	-0.8784106	-0.8362866	19.85295	19.86555	-0.2177116	-0.2046814	15.70835	15.7251	1.675082	-0.11236	-0.0628608	-0.0799194	2860988	-157648	-0.0522249	-0.0972362	50.54035	4.621852	49.54035	49.41339	3490599	-824280	-0.191032	-0.2278378	1.220068	-0.2093458	-0.1464557	-0.1386037	430348	-76156	-0.1503562	-0.1570387
-1	1	1.368316	699	-0.0417192	-0.0262245	0.0053495	0.0251989	0	0.1230867	-1911	-0.0416477	0	-0.0085977	0.0667227	-0.0116848	0.0053495	0.6862592	-0.0400443	0.1100955	0.1371458	0.0971107	77866	0.058411	0.0080108	1.892904	0	-0.0557165	0.7952474	0.8190253	0	0.0143845	-0.0102212	0.2007223	0.0758426	-0.0313154	0.2970871	0	3.79E-09	0.2382314	0	72.86053	-0.0237422	0.450255	0.0478246	1.021521	0	0	1	0	9720110	-56753	-0.0058048	0.0986961	0.7080839	-0.032859	-0.0443476	0.0242177	4778.815	-27.90216	-0.0058048	7.424261	0.1102901	0.0150794	0.0614444	0.0456655	-0.0063655	-0.122341	0.1709792	0.0830667	-0.0061828	-0.0692756	0.2022535	0.0644917	-0.0057311	-0.0816128	0.159687	0.3827059	0.1959941	1.049715	1.051611	6180805	678210	0.1232528	0.1289296	560.8716	430.5833	559.8716	559.9084	1.37E+07	532179	0.0403314	0.0789124	2.220963	-0.1770257	-0.0738226	-0.0407305	1309236	-27502	-0.020574	0.0403885
-1	1	1.144502	285	-0.0418189	-0.0486367	0.0433562	0.0360007	0	0.0193376	-6308	-0.0426362	0	0.8073624	-0.0302775	0.0351416	0.0433562	0.5854142	0.0256748	0.2793237	0.3453984	0.2804931	141850	0.1247454	0.0430869	2.068251	0	-0.0335128	0.9049696	0.6296696	1	0.0017842	-0.0228428	0.1374715	2.142442	-0.0658593	0.2622485	0	-7.03E-09	0.2900933	0	8.192304	-0.02202	0.3863787	-0.0402699	0	0	1	0	0	3292187	-236412	-0.0669988	0.1445856	0.8120858	0.0393907	0.0509783	0.2142643	4736.959	-12.16411	-0.0025613	8.216253	1.525025	0.2279141	0.3675268	0.0175198	0.0460162	-1.614807	3.141794	0.0285515	0.0823552	-1.530659	3.061958	0.0215738	0.058453	-1.584985	3.904722	0.8425636	-0.1635353	-0.162544	-0.3053286	1566375	-581597	-0.2707656	-0.1562213	148.8242	25.87923	147.8242	147.4146	4053989	-512623	-0.1122546	-0.0545306	2.588134	0.4621234	0.2173664	0.1531956	400692	-126655	-0.2401739	-0.1565234
